DTXSID,CASRN,PREFERRED NAME,MOLECULAR_FORMULA,MONOISOTOPIC MASS,AVERAGE_MASS,SMILES,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL
DTXSID9022100,645-56-7,4-Propylphenol,C9H12O,136.088815,136.194,CCCC1=CC=C(O)C=C1,15,368,4,Inactive
DTXSID9022360,140-66-9,"4-(1,1,3,3-Tetramethylbutyl)phenol",C14H22O,206.167065,206.329,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,307,695,44,Active
DTXSID9022364,521-18-6,5alpha-Dihydrotestosterone,C19H30O2,290.22458,290.447,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,138,697,20,Inactive
DTXSID9022312,1806-26-4,4-Octylphenol,C14H22O,206.167065,206.329,CCCCCCCCC1=CC=C(O)C=C1,190,609,31,Inactive
DTXSID9022445,620-92-8,Bis(4-hydroxyphenyl)methane,C13H12O2,200.08373,200.237,OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,44,455,10,Inactive
DTXSID9022366,50-27-1,Estriol,C18H24O3,288.172545,288.387,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,70,551,13,Inactive
DTXSID9022520,103-36-6,Ethyl cinnamate,C11H12O2,176.08373,176.215,CCOC(=O)C=CC1=CC=CC=C1,10,435,2,Inactive
DTXSID9021928,111-15-9,Ethylene glycol monoethyl ether acetate,C6H12O3,132.078644,132.159,CCOCCOC(C)=O,2,596,0,Inactive
DTXSID9021974,122-03-2,4-Isopropylbenzaldehyde,C10H12O,148.088815,148.205,CC(C)C1=CC=C(C=O)C=C1,2,320,1,Inactive
DTXSID9022607,120511-73-1,Anastrozole,C17H19N5,293.164046,293.374,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,7,349,2,Inactive
DTXSID9022524,50-35-1,Thalidomide,C13H10N2O4,258.064057,258.233,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,5,619,1,Inactive
DTXSID9022522,84-69-5,Diisobutyl phthalate,C16H22O4,278.151809,278.348,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,90,626,14,Inactive
DTXSID9022526,94-18-8,Benzyl 4-hydroxybenzoate,C14H12O3,228.078644,228.247,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,94,372,25,Inactive
DTXSID9022528,120-47-8,Ethylparaben,C9H10O3,166.062994,166.176,CCOC(=O)C1=CC=C(O)C=C1,19,602,3,Inactive
DTXSID9022817,1260-17-9,Carminic acid,C22H20O13,492.090391,492.389,CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,61,610,10,Inactive
DTXSID9023201,75706-12-6,Leflunomide,C12H9F3N2O2,270.061612,270.211,CC1=C(C=NO1)C(=O)NC1=CC=C(C=C1)C(F)(F)F,58,334,17,Inactive
DTXSID9023041,25451-15-4,Felbamate,C11H14N2O4,238.095357,238.243,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,9,319,3,Inactive
DTXSID9023419,123-63-7,Paraldehyde,C6H12O3,132.078644,132.159,CC1OC(C)OC(C)O1,0,324,0,Inactive
DTXSID9023380,68-22-4,Norethindrone,C20H26O2,298.19328,298.426,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],152,665,23,Inactive
DTXSID9023706,13647-35-3,Trilostane,C20H27NO3,329.199094,329.44,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,51,334,15,Inactive
DTXSID9023752,111406-87-2,Zileuton,C11H12N2O2S,236.061949,236.29,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,15,348,4,Inactive
DTXSID9023881,74115-24-5,Clofentezine,C14H8Cl2N4,302.012602,303.15,ClC1=CC=CC=C1C1=NN=C(N=N1)C1=C(Cl)C=CC=C1,56,662,8,Inactive
DTXSID9023889,76578-14-8,Quizalofop-ethyl,C19H17ClN2O4,372.087685,372.81,CCOC(=O)C(C)OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1,47,651,7,Inactive
DTXSID9024304,74051-80-2,Sethoxydim,C17H29NO3S,327.186815,327.48,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,37,689,5,Inactive
DTXSID9024431,1646-75-9,Aldicarb oxime,C5H11NOS,133.056135,133.21,CSC(C)(C)C=NO,3,632,0,Inactive
DTXSID9024065,99-65-0,"1,3-Dinitrobenzene",C6H4N2O4,168.017107,168.108,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,21,611,3,Inactive
DTXSID9024063,576-26-1,"2,6-Dimethylphenol",C8H10O,122.073165,122.167,CC1=CC=CC(C)=C1O,4,590,1,Inactive
DTXSID9024194,93-65-2,(+/-)-2-(4-Chloro-2-methylphenoxy)propionic acid,C10H11ClO3,214.039672,214.65,CC(OC1=C(C)C=C(Cl)C=C1)C(O)=O,3,462,1,Inactive
DTXSID9023914,141-66-2,Dicrotophos,C8H16NO5P,237.07661,237.192,COP(=O)(OC)O\C(C)=C\C(=O)N(C)C,5,672,1,Inactive
DTXSID9024015,2050-47-7,"4,4'-Dibromodiphenyl ether",C12H8Br2O,325.894191,328.003,BrC1=CC=C(OC2=CC=C(Br)C=C2)C=C1,17,321,5,Inactive
DTXSID9024485,1747-60-0,6-Methoxy-2-benzothiazolamine,C8H8N2OS,180.035734,180.23,COC1=CC2=C(C=C1)N=C(N)S2,22,444,5,Inactive
DTXSID9024512,98-16-8,3-(Trifluoromethyl)aniline,C7H6F3N,161.045234,161.127,NC1=CC(=CC=C1)C(F)(F)F,4,319,1,Inactive
DTXSID9024568,98-11-3,Benzenesulfonic acid,C6H6O3S,158.003765,158.17,OS(=O)(=O)C1=CC=CC=C1,0,318,0,Inactive
DTXSID9024489,2835-95-2,5-Amino-2-methylphenol,C7H9NO,123.068414,123.155,CC1=C(O)C=C(N)C=C1,54,650,8,Inactive
DTXSID9024809,627-30-5,3-Chloro-1-propanol,C3H7ClO,94.018542,94.54,OCCCCl,0,197,0,Inactive
DTXSID9024930,496-72-0,"3,4-Diaminotoluene",C7H10N2,122.084398,122.171,CC1=CC=C(N)C(N)=C1,87,628,14,Inactive
DTXSID9024699,614-45-9,tert-Butyl perbenzoate,C11H14O3,194.094294,194.23,CC(C)(C)OOC(=O)C1=CC=CC=C1,46,574,8,Active
DTXSID9024934,136-35-6,Diazoaminobenzene,C12H11N3,197.095297,197.241,N(N=NC1=CC=CC=C1)C1=CC=CC=C1,85,318,27,Inactive
DTXSID9025164,606-37-1,"1,3-Dinitronaphthalene",C10H6N2O4,218.032757,218.168,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,22,319,7,Inactive
DTXSID9024986,80-07-9,"4,4'-Dichlorodiphenyl sulfone",C12H8Cl2O2S,285.962206,287.15,ClC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,40,500,8,Inactive
DTXSID9025110,78-63-7,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",C16H34O4,290.24571,290.444,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,22,576,4,Inactive
DTXSID9025243,2855-19-8,"1,2-Epoxydodecane",C12H24O,184.182715,184.323,CCCCCCCCCCC1CO1,90,425,21,Inactive
DTXSID9025035,91-44-1,7-Diethylamino-4-methylcoumarin,C14H17NO2,231.125929,231.295,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,105,445,24,Inactive
DTXSID9025291,123-05-7,2-Ethylhexaldehyde,C8H16O,128.120115,128.215,CCCCC(CC)C=O,1,348,0,Inactive
DTXSID9025293,149-57-5,2-Ethylhexanoic acid,C8H16O2,144.11503,144.214,CCCCC(CC)C(O)=O,3,580,1,Inactive
DTXSID9025297,103-11-7,2-Ethylhexyl acrylate,C11H20O2,184.14633,184.279,CCCCC(CC)COC(=O)C=C,39,463,8,Inactive
DTXSID9025403,6789-88-4,Hexyl benzoate,C13H18O2,206.13068,206.285,CCCCCCOC(=O)C1=CC=CC=C1,12,346,3,Inactive
DTXSID9025401,13048-33-4,"1,6-Hexanediol diacrylate",C12H18O4,226.120509,226.272,C=CC(=O)OCCCCCCOC(=O)C=C,202,440,46,Active
DTXSID9025536,583-39-1,2-Mercaptobenzimidazole,C7H6N2S,150.025169,150.2,S=C1NC2=CC=CC=C2N1,13,325,4,Inactive
DTXSID9025451,14901-07-6,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",C13H20O,192.151415,192.302,CC(=O)C=CC1=C(C)CCCC1(C)C,11,344,3,Inactive
DTXSID9025453,123-92-2,3-Methylbutyl acetate,C7H14O2,130.09938,130.187,CC(C)CCOC(C)=O,5,601,1,Inactive
DTXSID9025796,111-84-2,Nonane,C9H20,128.156501,128.259,CCCCCCCCC,4,352,1,Inactive
DTXSID9026132,83-67-0,Theobromine,C7H8N4O2,180.064726,180.167,CN1C=NC2=C1C(=O)NC(=O)N2C,4,628,1,Inactive
DTXSID9025873,122-59-8,Phenoxyacetic acid,C8H8O3,152.047344,152.149,OC(=O)COC1=CC=CC=C1,0,318,0,Inactive
DTXSID9025588,92-48-8,6-Methyl coumarin,C10H8O2,160.052429,160.172,CC1=CC=C2OC(=O)C=CC2=C1,3,319,1,Inactive
DTXSID9026261,13674-87-8,"Tris(1,3-dichloro-2-propyl) phosphate",C9H15Cl6O4P,427.883912,430.89,ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,226,779,29,Active
DTXSID9026130,1941-30-6,Tetrapropylammonium bromide,C12H28BrN,265.140513,266.267,[Br-].CCC[N+](CCC)(CCC)CCC,0,316,0,Inactive
DTXSID9026558,92-15-9,N-(2-Methoxyphenyl)-3-oxobutanamide,C11H13NO3,207.089543,207.229,COC1=C(NC(=O)CC(C)=O)C=CC=C1,11,430,3,Inactive
DTXSID9026689,102-60-3,"1,1?,1??,1???-(Ethylenedinitrilo)tetrakis(2-propanol)",C14H32N2O4,292.236208,292.42,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,3,568,1,Inactive
DTXSID9026712,105-08-8,"1,4-Cyclohexanedimethanol",C8H16O2,144.11503,144.214,OCC1CCC(CO)CC1,1,316,0,Inactive
DTXSID9026265,3319-31-1,Tris(2-ethylhexyl) trimellitate,C33H54O6,546.392039,546.789,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC,28,621,5,Inactive
DTXSID9026342,60-12-8,2-Phenylethanol,C8H10O,122.073165,122.167,OCCC1=CC=CC=C1,1,348,0,Inactive
DTXSID9026841,110-33-8,Dihexyl hexanedioate,C18H34O4,314.24571,314.466,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,4,456,1,Inactive
DTXSID9027233,598-72-1,2-Bromopropionic acid,C3H5BrO2,151.947292,152.975,CC(Br)C(O)=O,1,323,0,Inactive
DTXSID9026922,112-60-7,Tetraethylene glycol,C8H18O5,194.115424,194.227,OCCOCCOCCOCCO,9,354,3,Inactive
DTXSID9026926,112-72-1,1-Tetradecanol,C14H30O,214.229666,214.393,CCCCCCCCCCCCCCO,103,582,18,Inactive
DTXSID9026500,80-54-6,2-(4-Tert-Butylbenzyl)propionaldehyde,C14H20O,204.151415,204.313,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,62,459,14,Inactive
DTXSID9027281,643-38-9,"2,3-Quinolinedicarboxylic acid",C11H7NO4,217.037508,217.18,OC(=O)C1=C(N=C2C=CC=CC2=C1)C(O)=O,3,316,1,Inactive
DTXSID9027312,770-35-4,1-Phenoxy-2-propanol,C9H12O2,152.08373,152.193,CC(O)COC1=CC=CC=C1,3,355,1,Inactive
DTXSID9026974,120-95-6,"2,4-Di-tert-pentylphenol",C16H26O,234.198365,234.383,CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC,283,618,46,Inactive
DTXSID9027021,124-17-4,Diethylene glycol monobutyl ether acetate,C10H20O4,204.136159,204.266,CCCCOCCOCCOC(C)=O,5,322,2,Inactive
DTXSID9027360,1111-78-0,Ammonium carbamate,CH6N2O2,78.042927,78.071,[NH4+].NC([O-])=O,18,586,3,Inactive
DTXSID9027443,1852-16-0,N-(Butoxymethyl)acrylamide,C8H15NO2,157.110279,157.213,CCCCOCNC(=O)C=C,8,425,2,Inactive
DTXSID9027364,1118-92-9,"N,N-Dimethyloctanamide",C10H21NO,171.162314,171.284,CCCCCCCC(=O)N(C)C,1,345,0,Inactive
DTXSID90275806,1694-30-0,3H-Perfluoro-4-hydroxy-3-penten-2-one,C5H2F6O2,207.995898,208.059,OC(=CC(=O)C(F)(F)F)C(F)(F)F,1,100,1,Inactive
DTXSID9027441,1843-05-6,Octabenzone,C21H26O3,326.188195,326.436,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,33,586,6,Inactive
DTXSID9027522,3147-75-9,Octrizole,C20H25N3O,323.199762,323.44,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,88,578,15,Inactive
DTXSID9027603,5766-67-6,(Ethylenedinitrilo)tetraacetonitrile,C10H12N6,216.112344,216.248,N#CCN(CCN(CC#N)CC#N)CC#N,1,321,0,Inactive
DTXSID9027528,3268-49-3,3-(Methylthio)propanal,C4H8OS,104.029586,104.17,CSCCC=O,9,464,2,Inactive
DTXSID9027520,3089-11-0,Hexa(methoxymethyl)melamine,C15H30N6O6,390.222683,390.441,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,4,425,1,Inactive
DTXSID9027653,7534-94-3,Isobornyl methacrylate,C14H22O2,222.16198,222.328,CC(=C)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,143,425,34,Active
DTXSID9027738,12108-13-3,(Methylcyclopentadienyl)tricarbonylmanganese,C9H7MnO3,217.977563,218.09,Cc1cccc1.[O]#C[Mn](C#[O])C#[O],9,371,2,Inactive
DTXSID9029192,616-38-6,Dimethyl carbonate,C3H6O3,90.031694,90.078,COC(=O)OC,0,324,0,Inactive
DTXSID9029146,109-02-4,4-Methylmorpholine,C5H11NO,101.084064,101.149,CN1CCOCC1,1,349,0,Inactive
DTXSID90285748,374-41-4,Methyl perfluoroethyl ketone,C4H3F5O,162.010406,162.059,CC(=O)C(F)(F)C(F)(F)F,0,100,0,Inactive
DTXSID9029221,1702-17-6,Clopyralid,C6H3Cl2NO2,190.954084,192,OC(=O)C1=C(Cl)C=CC(Cl)=N1,11,641,2,Inactive
DTXSID9029223,1742-14-9,"1,1-Bis(3,4-dimethylphenyl)ethane",C18H22,238.172151,238.374,CC(C1=CC=C(C)C(C)=C1)C1=CC=C(C)C(C)=C1,40,376,11,Active
DTXSID90315130,423-60-9,Perfluoro-1-octanesulfonyl chloride,C8ClF17O2S,517.903607,518.57,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(Cl)(=O)=O,60,237,25,Inactive
DTXSID9029225,1939-36-2,Trimethylenediaminetetraacetic acid,C11H18N2O8,306.106316,306.271,OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,7,193,4,Inactive
DTXSID9029302,10042-59-8,2-Propyl-1-heptanol,C10H22O,158.167065,158.285,CCCCCC(CO)CCC,0,352,0,Inactive
DTXSID9029649,1477-55-0,"1,3-Benzenedimethanamine",C8H12N2,136.100048,136.198,NCC1=CC(CN)=CC=C1,6,348,2,Inactive
DTXSID9032327,22781-23-3,Bendiocarb,C11H13NO4,223.084458,223.228,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,58,655,9,Active
DTXSID9032329,741-58-2,Bensulide,C14H24NO4PS3,397.060509,397.5,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1,287,778,37,Inactive
DTXSID9032531,116255-48-2,Bromuconazole,C13H12BrCl2N3O,374.95408,377.06,ClC1=CC(Cl)=C(C=C1)C1(CN2C=NC=N2)CC(Br)CO1,101,427,24,Inactive
DTXSID9032113,107534-96-3,Tebuconazole,C16H22ClN3O,307.14514,307.82,CC(C)(C)C(O)(CCC1=CC=C(Cl)C=C1)CN1C=NC=N1,174,735,24,Inactive
DTXSID9032406,25954-13-6,Fosamine ammonium,C3H11N2O4P,170.045644,170.105,[NH4+].CCOP([O-])(=O)C(N)=O,1,318,0,Inactive
DTXSID9032375,109293-98-3,Diflufenzopyr-sodium,C15H11F2N4NaO3,356.069691,356.265,[Na+].CC(=NNC(=O)NC1=CC(F)=CC(F)=C1)C1=NC=CC=C1C([O-])=O,3,321,1,Inactive
DTXSID9032589,28772-56-7,Bromadiolone,C30H23BrO4,526.077972,527.414,OC(CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2)C1=CC=C(C=C1)C1=CC=C(Br)C=C1,200,479,42,Active
DTXSID9032533,122453-73-0,Chlorfenapyr,C15H11BrClF3N2O,405.969538,407.62,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,178,367,49,Active
DTXSID9032535,95266-40-3,Trinexapac-ethyl,C13H16O5,252.099774,252.266,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1,347,0,Inactive
DTXSID9032610,80844-07-1,Etofenprox,C25H28O3,376.203845,376.496,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,63,659,10,Inactive
DTXSID9032379,97886-45-8,Dithiopyr,C15H16F5NO2S2,401.054262,401.41,CSC(=O)C1=C(N=C(C(C(=O)SC)=C1CC(C)C)C(F)(F)F)C(F)F,145,698,21,Inactive
DTXSID9032581,156052-68-5,Zoxamide,C14H16Cl3NO2,335.024662,336.64,CCC(C)(NC(=O)C1=CC(Cl)=C(C)C(Cl)=C1)C(=O)CCl,288,648,44,Inactive
DTXSID9032537,7173-51-5,Didecyldimethylammonium chloride,C22H48ClN,361.347528,362.08,[Cl-].CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,423,683,62,Active
DTXSID9033058,584-13-4,"4-Amino-1,2,4-triazole",C2H4N4,84.043596,84.082,NN1C=NN=C1,7,585,1,Inactive
DTXSID9033187,549-18-8,Amitriptyline hydrochloride,C20H24ClN,313.159727,313.87,Cl.CN(C)CCC=C1C2=C(CCC3=C1C=CC=C3)C=CC=C2,84,324,26,Active
DTXSID9034232,101-10-0,2-(m-Chlorophenoxy)propionic acid,C9H9ClO3,200.024022,200.62,CC(OC1=CC(Cl)=CC=C1)C(O)=O,14,652,2,Inactive
DTXSID9034282,122-88-3,4-Chlorophenoxyacetic acid,C8H7ClO3,186.008372,186.59,OC(=O)COC1=CC=C(Cl)C=C1,0,353,0,Inactive
DTXSID9034361,90823-38-4,Denatonium saccharide,C28H33N3O4S,507.219178,507.65,O=C1[N-]S(=O)(=O)C2=C1C=CC=C2.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,14,475,3,Inactive
DTXSID9033923,32809-16-8,Procymidone,C13H11Cl2NO2,283.016684,284.14,CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,62,684,9,Inactive
DTXSID9034286,26172-55-4,5-Chloro-2-methyl-3(2H)-isothiazolone,C4H4ClNOS,148.970213,149.59,CN1SC(Cl)=CC1=O,103,636,16,Inactive
DTXSID9034365,134605-64-4,Butafenacil,C20H18ClF3N2O6,474.080549,474.82,CN1C(=O)N(C(=O)C=C1C(F)(F)F)C1=CC(C(=O)OC(C)(C)C(=O)OCC=C)=C(Cl)C=C1,61,645,9,Inactive
DTXSID9034490,420-04-2,Cyanamide,CH2N2,42.021798,42.041,NC#N,3,647,0,Inactive
DTXSID9034492,120116-88-3,"4-Chloro-2-cyano-N,N-dimethyl-5-(4-methylphenyl)-1H-imidazole-1-sulfonamide",C13H13ClN4O2S,324.044775,324.78,CN(C)S(=O)(=O)N1C(=NC(Cl)=C1C1=CC=C(C)C=C1)C#N,259,699,37,Inactive
DTXSID9034573,97780-06-8,Ethametsulfuron-methyl,C15H18N6O6S,410.100853,410.41,CCOC1=NC(NC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)=N1,13,267,5,Inactive
DTXSID9034650,100784-20-1,Halosulfuron-methyl,C13H15ClN6O7S,434.041146,434.81,COC(=O)C1=C(N(C)N=C1Cl)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1,10,256,4,Inactive
DTXSID9034496,127277-53-6,Prohexadione-calcium,C20H20Ca2O10,500.030829,500.526,[Ca++].[Ca++].CCC(=O)C1=C([O-])CC(CC1=O)C([O-])=O.CCC(=O)C1=C([O-])CC(CC1=O)C([O-])=O,4,262,2,Inactive
DTXSID9034816,6923-22-4,Monocrotophos,C7H14NO5P,223.06096,223.165,CNC(=O)\C=C(/C)OP(=O)(OC)OC,5,672,1,Inactive
DTXSID9036226,142-31-4,Sodium octyl sulfate,C8H17NaO4S,232.074524,232.27,[Na+].CCCCCCCCOS([O-])(=O)=O,5,348,1,Inactive
DTXSID9034818,35575-96-3,Azamethiphos,C9H10ClN2O5PS,323.973657,324.67,COP(=O)(OC)SCN1C(=O)OC2=CC(Cl)=CN=C12,147,645,23,Inactive
DTXSID9034997,81741-28-8,Tributyltetradecylphosphonium chloride,C26H56ClP,434.380816,435.16,[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,218,386,56,Active
DTXSID9035175,525-79-1,Kinetin,C10H9N5O,215.08071,215.216,C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1,6,359,2,Inactive
DTXSID9035204,2155-70-6,Tributyltin methacrylate,C16H32O2Sn,376.142432,375.14,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,511,754,68,Inactive
DTXSID9034864,181274-15-7,Propoxycarbazone-sodium,C15H17N4NaO7S,420.071564,420.37,[Na+].CCCOC1=NN(C(=O)[N-]S(=O)(=O)C2=C(C=CC=C2)C(=O)OC)C(=O)N1C,11,635,2,Inactive
DTXSID9034868,94125-34-5,Prosulfuron,C15H16F3N5O4S,419.08751,419.38,COC1=NC(C)=NC(NC(=O)NS(=O)(=O)C2=C(CCC(F)(F)F)C=CC=C2)=N1,12,268,4,Inactive
DTXSID9036515,57-85-2,Testosterone propionate,C22H32O3,344.235145,344.495,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,252,661,38,Inactive
DTXSID9036646,1117-86-8,"1,2-Octanediol",C8H18O2,146.13068,146.23,CCCCCCC(O)CO,3,337,1,Inactive
DTXSID9036690,141-04-8,Diisobutyl adipate,C14H26O4,258.183109,258.358,CC(C)COC(=O)CCCCC(=O)OCC(C)C,4,597,1,Inactive
DTXSID90371872,35192-44-0,"1,8-Divinylperfluorooctane",C12H6F16,454.021401,454.154,FC(F)(C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=C,3,231,1,Inactive
DTXSID9036933,16893-85-9,Sodium hexafluorosilicate,F6Na2Si,187.946884,188.055,[Na+].[Na+].F[Si--](F)(F)(F)(F)F,0,343,0,Inactive
DTXSID9037535,126-75-0,Demeton-S,C8H19O3PS2,258.051324,258.33,CCOP(=O)(OCC)SCCSCC,6,304,2,Inactive
DTXSID9037741,134-84-9,4-Methylbenzophenone,C14H12O,196.088815,196.249,CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,47,427,11,Inactive
DTXSID9037745,87-18-3,4-tert-Butylphenyl salicylate,C17H18O3,270.125594,270.328,CC(C)(C)C1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,36,350,10,Inactive
DTXSID9037749,4638-48-6,5-Chlorosalicylanilide,C13H10ClNO2,247.040006,247.68,OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=CC=C1,118,356,33,Inactive
DTXSID9037616,56507-37-0,Diketometribuzin,C7H12N4O2,184.096026,184.199,CC(C)(C)C1=NNC(=O)N(N)C1=O,1,194,1,Inactive
DTXSID9037539,959-98-8,Endosulfan I,C9H6Cl6O3S,403.816881,406.9,[H][C@]12CO[S@@](=O)OC[C@@]1([H])[C@@]1(Cl)C(Cl)=C(Cl)[C@]2(Cl)C1(Cl)Cl,95,388,24,Inactive
DTXSID9040134,1617-90-9,Vincamine,C21H26N2O3,354.194343,354.45,CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)[C@](O)(C2)C(=O)OC,13,316,4,Active
DTXSID90382620,812-70-4,3-(Perfluoroheptyl)propanoic acid,C10H5F15O2,442.005002,442.124,OC(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,26,242,11,Active
DTXSID9040215,20120-33-6,Dimethyl (3-((hydroxymethyl)amino)-3-oxopropyl)phosphonate,C6H14NO5P,211.06096,211.154,COP(=O)(CCC(=O)NCO)OC,5,315,2,Inactive
DTXSID9038840,17527-29-6,(Perfluorohexyl)ethyl acrylate,C11H7F13O2,418.023846,418.154,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOC(=O)C=C,3,81,4,Inactive
DTXSID9040342,4437-85-8,"4-Ethyl-1,3-dioxolan-2-one",C5H8O3,116.047344,116.116,CCC1COC(=O)O1,2,349,1,Inactive
DTXSID9040635,366-18-7,"2,2'-Bipyridine",C10H8N2,156.068748,156.188,C1=CC=C(N=C1)C1=CC=CC=N1,17,429,4,Inactive
DTXSID9040001,4376-18-5,Monomethyl phthalate,C9H8O4,180.042259,180.159,COC(=O)C1=C(C=CC=C1)C(O)=O,13,688,2,Inactive
DTXSID9040269,485-31-4,Binapacryl,C15H18N2O6,322.116486,322.317,CCC(C)C1=CC(=CC(=C1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,215,427,50,Active
DTXSID9040718,6358-64-1,"2,5-Dimethoxy-4-chloroaniline",C8H10ClNO2,187.040006,187.62,COC1=CC(N)=C(OC)C=C1Cl,11,434,3,Inactive
DTXSID9040760,317318-84-6,"{4-[({2-[3-Fluoro-4-(trifluoromethyl)phenyl]-4-methyl-1,3-thiazol-5-yl}methyl)sulfanyl]-2-methylphenoxy}acetic acid",C21H17F4NO3S2,471.058598,471.48,CC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C1=CC=C(C(F)=C1)C(F)(F)F,101,322,31,Active
DTXSID9041233,59572-10-0,"Tetrasodium 1,3,6,8-pyrenetetrasulfonate",C16H6Na4O12S4,609.833287,610.41,[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)C1=CC(=C2C=CC3=C(C=C(C4=CC=C1C2=C34)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,0,192,0,Inactive
DTXSID9040712,2767-54-6,Triethyltin bromide,C6H15BrSn,285.937915,285.8,CC[Sn](Br)(CC)CC,221,378,58,Active
DTXSID9040710,107-51-7,Octamethyltrisiloxane,C8H24O2Si3,236.10841,236.533,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,0,345,0,Inactive
