DTXSID,CASRN,PREFERRED.NAME,MOLECULAR_FORMULA,MONOISOTOPIC.MASS,AVERAGE_MASS,SMILES,ToxCast.Active,ToxCast.Total,X..ToxCast.Active,HIT.CALL,C,H,N,O,S
DTXSID9020958,99-56-9,"4-Nitro-1,2-phenylenediamine",C6H7N3O2,153.053826,153.141,NC1=C(N)C=C(C=C1)[N+]([O-])=O,48,321,15,Inactive,6,7,3,2,0
DTXSID9021053,614-00-6,N-Methyl-N-nitrosoaniline,C7H8N2O,136.063663,136.154,CN(N=O)C1=CC=CC=C1,0,316,0,Inactive,7,8,2,1,0
DTXSID9021130,89-25-8,1-Phenyl-3-methyl-5-pyrazolone,C10H10N2O,174.079313,174.203,CC1=NN(C(=O)C1)C1=CC=CC=C1,14,436,3,Inactive,10,10,2,1,0
DTXSID9021136,50-33-9,"4-Butyl-1,2-diphenyl-3,5-Pyrazolidinedione",C19H20N2O2,308.152478,308.381,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,16,447,4,Inactive,19,20,2,2,0
DTXSID9020877,90-12-0,1-Methylnaphthalene,C11H10,142.07825,142.201,CC1=C2C=CC=CC2=CC=C1,1,570,0,Inactive,11,10,0,0,0
DTXSID9020902,315-22-0,Monocrotaline,C16H23NO6,325.152537,325.361,C[C@H]1C(=O)O[C@@H]2CCN3CC=C(COC(=O)[C@](C)(O)[C@]1(C)O)[C@H]23,3,319,1,Inactive,16,23,1,6,0
DTXSID9021138,106-50-3,"1,4-Benzenediamine",C6H8N2,108.068748,108.144,NC1=CC=C(N)C=C1,61,370,16,Inactive,6,8,2,0,0
DTXSID9021182,55268-74-1,Praziquantel,C19H24N2O2,312.183778,312.413,O=C(C1CCCCC1)N1CC2N(CCC3=C2C=CC=C3)C(=O)C1,9,319,3,Inactive,19,24,2,2,0
DTXSID9021184,50-24-8,Prednisolone,C21H28O5,360.193674,360.45,[H][C@]12[C@@H](O)C[C@@]3(C)[C@@H](CC[C@]3(O)C(=O)CO)[C@@H]1CCC1=CC(=O)C=C[C@]21C,18,331,5,Inactive,21,28,0,5,0
DTXSID9021188,57-66-9,Probenecid,C13H19NO4S,285.103479,285.36,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,2,321,1,Inactive,13,19,1,4,1
DTXSID9021344,139-65-1,"4,4'-Thiodianiline",C12H12N2S,216.07212,216.3,NC1=CC=C(SC2=CC=C(N)C=C2)C=C1,21,324,6,Inactive,12,12,2,0,1
DTXSID9021215,98-96-4,Pyrazinamide,C5H5N3O,123.043262,123.115,NC(=O)C1=NC=CN=C1,0,321,0,Inactive,5,5,3,1,0
DTXSID9021392,102-71-6,Triethanolamine,C6H15NO3,149.105193,149.19,OCCN(CCO)CCO,4,577,1,Inactive,6,15,1,3,0
DTXSID9021346,79-19-6,Thiosemicarbazide,CH5N3S,91.020418,91.13,NNC(N)=S,60,320,19,Inactive,1,5,3,0,1
DTXSID9021427,51-79-6,Urethane,C3H7NO2,89.047678,89.094,CCOC(N)=O,1,582,0,Inactive,3,7,1,2,0
DTXSID9021348,62-56-6,Thiourea,CH4N2S,76.009519,76.12,NC(N)=S,3,356,1,Inactive,1,4,2,0,1
DTXSID9021635,78-84-2,2-Methylpropanal,C4H8O,72.057515,72.107,CC(C)C=O,8,320,3,Inactive,4,8,0,1,0
DTXSID9021683,505-52-2,Tridecanedioic acid,C13H24O4,244.167459,244.331,OC(=O)CCCCCCCCCCCC(O)=O,10,321,3,Inactive,13,24,0,4,0
DTXSID9021479,304-28-9,"2,7-Acetylaminofluorene",C17H16N2O2,280.121178,280.327,CC(=O)NC1=CC=C2C(CC3=C2C=CC(NC(C)=O)=C3)=C1,6,316,2,Inactive,17,16,2,2,0
DTXSID9021689,1120-21-4,Undecane,C11H24,156.187801,156.313,CCCCCCCCCCC,4,602,1,Inactive,11,24,0,0,0
DTXSID9021639,124-19-6,Nonanal,C9H18O,142.135765,142.242,CCCCCCCCC=O,6,478,1,Inactive,9,18,0,1,0
DTXSID9021554,334-48-5,Decanoic acid,C10H20O2,172.14633,172.268,CCCCCCCCCC(O)=O,19,602,3,Inactive,10,20,0,2,0
DTXSID9021922,110-73-6,2-(Ethylamino)ethanol,C4H11NO,89.084064,89.138,CCNCCO,3,349,1,Inactive,4,11,1,1,0
DTXSID9021843,100-70-9,2-Pyridinecarbonitrile,C6H4N2,104.037448,104.112,N#CC1=NC=CC=C1,0,321,0,Inactive,6,4,2,0,0
DTXSID9021764,78-96-6,1-Amino-2-propanol,C3H9NO,75.068414,75.111,CC(O)CN,0,350,0,Inactive,3,9,1,1,0
DTXSID9021897,108-99-6,3-Methylpyridine,C6H7N,93.057849,93.129,CC1=CC=CN=C1,7,455,2,Inactive,6,7,1,0,0
DTXSID9021847,101-84-8,Diphenyl oxide,C12H10O,170.073165,170.211,O(C1=CC=CC=C1)C1=CC=CC=C1,29,462,6,Inactive,12,10,0,1,0
DTXSID9021978,123-15-9,2-Methylpentanal,C6H12O,100.088815,100.161,CCCC(C)C=O,1,195,1,Inactive,6,12,0,1,0
DTXSID9022104,693-54-9,2-Decanone,C10H20O,156.151415,156.269,CCCCCCCCC(C)=O,1,203,0,Inactive,10,20,0,1,0
DTXSID9022310,486-66-8,Daidzein,C15H10O4,254.057909,254.241,[H]C1=CC(O)=CC2=C1C(=O)C(=CO2)C1=CC=C(O)C=C1,95,656,14,Inactive,15,10,0,4,0
DTXSID9021976,122-99-6,2-Phenoxyethanol,C8H10O2,138.06808,138.166,OCCOC1=CC=CC=C1,6,634,1,Inactive,8,10,0,2,0
DTXSID9022100,645-56-7,4-Propylphenol,C9H12O,136.088815,136.194,CCCC1=CC=C(O)C=C1,15,368,4,Inactive,9,12,0,1,0
DTXSID9022360,140-66-9,"4-(1,1,3,3-Tetramethylbutyl)phenol",C14H22O,206.167065,206.329,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,307,695,44,Active,14,22,0,1,0
DTXSID9022364,521-18-6,5alpha-Dihydrotestosterone,C19H30O2,290.22458,290.447,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,138,697,20,Inactive,19,30,0,2,0
DTXSID9022312,1806-26-4,4-Octylphenol,C14H22O,206.167065,206.329,CCCCCCCCC1=CC=C(O)C=C1,190,609,31,Inactive,14,22,0,1,0
DTXSID9022445,620-92-8,Bis(4-hydroxyphenyl)methane,C13H12O2,200.08373,200.237,OC1=CC=C(CC2=CC=C(O)C=C2)C=C1,44,455,10,Inactive,13,12,0,2,0
DTXSID9022366,50-27-1,Estriol,C18H24O3,288.172545,288.387,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1C[C@@H](O)[C@@H]2O,70,551,13,Inactive,18,24,0,3,0
DTXSID9022520,103-36-6,Ethyl cinnamate,C11H12O2,176.08373,176.215,CCOC(=O)C=CC1=CC=CC=C1,10,435,2,Inactive,11,12,0,2,0
DTXSID9021928,111-15-9,Ethylene glycol monoethyl ether acetate,C6H12O3,132.078644,132.159,CCOCCOC(C)=O,2,596,0,Inactive,6,12,0,3,0
DTXSID9021974,122-03-2,4-Isopropylbenzaldehyde,C10H12O,148.088815,148.205,CC(C)C1=CC=C(C=O)C=C1,2,320,1,Inactive,10,12,0,1,0
DTXSID9022607,120511-73-1,Anastrozole,C17H19N5,293.164046,293.374,CC(C)(C#N)C1=CC(=CC(CN2C=NC=N2)=C1)C(C)(C)C#N,7,349,2,Inactive,17,19,5,0,0
DTXSID9022524,50-35-1,Thalidomide,C13H10N2O4,258.064057,258.233,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,5,619,1,Inactive,13,10,2,4,0
DTXSID9022522,84-69-5,Diisobutyl phthalate,C16H22O4,278.151809,278.348,CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,90,626,14,Inactive,16,22,0,4,0
DTXSID9022526,94-18-8,Benzyl 4-hydroxybenzoate,C14H12O3,228.078644,228.247,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,94,372,25,Inactive,14,12,0,3,0
DTXSID9022528,120-47-8,Ethylparaben,C9H10O3,166.062994,166.176,CCOC(=O)C1=CC=C(O)C=C1,19,602,3,Inactive,9,10,0,3,0
DTXSID9022817,1260-17-9,Carminic acid,C22H20O13,492.090391,492.389,CC1=C2C(=O)C3=C(C(O)=C(O)C([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)=C3O)C(=O)C2=CC(O)=C1C(O)=O,61,610,10,Inactive,22,20,0,13,0
DTXSID9023041,25451-15-4,Felbamate,C11H14N2O4,238.095357,238.243,NC(=O)OCC(COC(N)=O)C1=CC=CC=C1,9,319,3,Inactive,11,14,2,4,0
DTXSID9023419,123-63-7,Paraldehyde,C6H12O3,132.078644,132.159,CC1OC(C)OC(C)O1,0,324,0,Inactive,6,12,0,3,0
DTXSID9023380,68-22-4,Norethindrone,C20H26O2,298.19328,298.426,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],152,665,23,Inactive,20,26,0,2,0
DTXSID9023706,13647-35-3,Trilostane,C20H27NO3,329.199094,329.44,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C[C@]35C)C#N)[C@@H]1CC[C@@H]2O,51,334,15,Inactive,20,27,1,3,0
DTXSID9023752,111406-87-2,Zileuton,C11H12N2O2S,236.061949,236.29,CC(N(O)C(N)=O)C1=CC2=C(S1)C=CC=C2,15,348,4,Inactive,11,12,2,2,1
DTXSID9024304,74051-80-2,Sethoxydim,C17H29NO3S,327.186815,327.48,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,37,689,5,Inactive,17,29,1,3,1
DTXSID9024431,1646-75-9,Aldicarb oxime,C5H11NOS,133.056135,133.21,CSC(C)(C)C=NO,3,632,0,Inactive,5,11,1,1,1
DTXSID9024065,99-65-0,"1,3-Dinitrobenzene",C6H4N2O4,168.017107,168.108,[O-][N+](=O)C1=CC(=CC=C1)[N+]([O-])=O,21,611,3,Inactive,6,4,2,4,0
DTXSID9024063,576-26-1,"2,6-Dimethylphenol",C8H10O,122.073165,122.167,CC1=CC=CC(C)=C1O,4,590,1,Inactive,8,10,0,1,0
DTXSID9024485,1747-60-0,6-Methoxy-2-benzothiazolamine,C8H8N2OS,180.035734,180.23,COC1=CC2=C(C=C1)N=C(N)S2,22,444,5,Inactive,8,8,2,1,1
DTXSID9024568,98-11-3,Benzenesulfonic acid,C6H6O3S,158.003765,158.17,OS(=O)(=O)C1=CC=CC=C1,0,318,0,Inactive,6,6,0,3,1
DTXSID9024489,2835-95-2,5-Amino-2-methylphenol,C7H9NO,123.068414,123.155,CC1=C(O)C=C(N)C=C1,54,650,8,Inactive,7,9,1,1,0
DTXSID9024930,496-72-0,"3,4-Diaminotoluene",C7H10N2,122.084398,122.171,CC1=CC=C(N)C(N)=C1,87,628,14,Inactive,7,10,2,0,0
DTXSID9024699,614-45-9,tert-Butyl perbenzoate,C11H14O3,194.094294,194.23,CC(C)(C)OOC(=O)C1=CC=CC=C1,46,574,8,Active,11,14,0,3,0
DTXSID9024934,136-35-6,Diazoaminobenzene,C12H11N3,197.095297,197.241,N(N=NC1=CC=CC=C1)C1=CC=CC=C1,85,318,27,Inactive,12,11,3,0,0
DTXSID9025164,606-37-1,"1,3-Dinitronaphthalene",C10H6N2O4,218.032757,218.168,[O-][N+](=O)C1=CC2=CC=CC=C2C(=C1)[N+]([O-])=O,22,319,7,Inactive,10,6,2,4,0
DTXSID9025110,78-63-7,"2,5-Dimethyl-2,5-di-(tert-butylperoxy)hexane",C16H34O4,290.24571,290.444,CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,22,576,4,Inactive,16,34,0,4,0
DTXSID9025243,2855-19-8,"1,2-Epoxydodecane",C12H24O,184.182715,184.323,CCCCCCCCCCC1CO1,90,425,21,Inactive,12,24,0,1,0
DTXSID9025035,91-44-1,7-Diethylamino-4-methylcoumarin,C14H17NO2,231.125929,231.295,CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,105,445,24,Inactive,14,17,1,2,0
DTXSID9025291,123-05-7,2-Ethylhexaldehyde,C8H16O,128.120115,128.215,CCCCC(CC)C=O,1,348,0,Inactive,8,16,0,1,0
DTXSID9025293,149-57-5,2-Ethylhexanoic acid,C8H16O2,144.11503,144.214,CCCCC(CC)C(O)=O,3,580,1,Inactive,8,16,0,2,0
DTXSID9025297,103-11-7,2-Ethylhexyl acrylate,C11H20O2,184.14633,184.279,CCCCC(CC)COC(=O)C=C,39,463,8,Inactive,11,20,0,2,0
DTXSID9025403,6789-88-4,Hexyl benzoate,C13H18O2,206.13068,206.285,CCCCCCOC(=O)C1=CC=CC=C1,12,346,3,Inactive,13,18,0,2,0
DTXSID9025401,13048-33-4,"1,6-Hexanediol diacrylate",C12H18O4,226.120509,226.272,C=CC(=O)OCCCCCCOC(=O)C=C,202,440,46,Active,12,18,0,4,0
DTXSID9025536,583-39-1,2-Mercaptobenzimidazole,C7H6N2S,150.025169,150.2,S=C1NC2=CC=CC=C2N1,13,325,4,Inactive,7,6,2,0,1
DTXSID9025451,14901-07-6,"4-(2,6,6-Trimethyl-cyclohex-1-enyl)-but-3-en-2-one",C13H20O,192.151415,192.302,CC(=O)C=CC1=C(C)CCCC1(C)C,11,344,3,Inactive,13,20,0,1,0
DTXSID9025453,123-92-2,3-Methylbutyl acetate,C7H14O2,130.09938,130.187,CC(C)CCOC(C)=O,5,601,1,Inactive,7,14,0,2,0
DTXSID9025796,111-84-2,Nonane,C9H20,128.156501,128.259,CCCCCCCCC,4,352,1,Inactive,9,20,0,0,0
DTXSID9026132,83-67-0,Theobromine,C7H8N4O2,180.064726,180.167,CN1C=NC2=C1C(=O)NC(=O)N2C,4,628,1,Inactive,7,8,4,2,0
DTXSID9025873,122-59-8,Phenoxyacetic acid,C8H8O3,152.047344,152.149,OC(=O)COC1=CC=CC=C1,0,318,0,Inactive,8,8,0,3,0
DTXSID9025588,92-48-8,6-Methyl coumarin,C10H8O2,160.052429,160.172,CC1=CC=C2OC(=O)C=CC2=C1,3,319,1,Inactive,10,8,0,2,0
DTXSID9026558,92-15-9,N-(2-Methoxyphenyl)-3-oxobutanamide,C11H13NO3,207.089543,207.229,COC1=C(NC(=O)CC(C)=O)C=CC=C1,11,430,3,Inactive,11,13,1,3,0
DTXSID9026689,102-60-3,"1,1?,1??,1???-(Ethylenedinitrilo)tetrakis(2-propanol)",C14H32N2O4,292.236208,292.42,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,3,568,1,Inactive,14,32,2,4,0
DTXSID9026712,105-08-8,"1,4-Cyclohexanedimethanol",C8H16O2,144.11503,144.214,OCC1CCC(CO)CC1,1,316,0,Inactive,8,16,0,2,0
DTXSID9026265,3319-31-1,Tris(2-ethylhexyl) trimellitate,C33H54O6,546.392039,546.789,CCCCC(CC)COC(=O)C1=CC=C(C(=O)OCC(CC)CCCC)C(=C1)C(=O)OCC(CC)CCCC,28,621,5,Inactive,33,54,0,6,0
DTXSID9026342,60-12-8,2-Phenylethanol,C8H10O,122.073165,122.167,OCCC1=CC=CC=C1,1,348,0,Inactive,8,10,0,1,0
DTXSID9026841,110-33-8,Dihexyl hexanedioate,C18H34O4,314.24571,314.466,CCCCCCOC(=O)CCCCC(=O)OCCCCCC,4,456,1,Inactive,18,34,0,4,0
DTXSID9026922,112-60-7,Tetraethylene glycol,C8H18O5,194.115424,194.227,OCCOCCOCCOCCO,9,354,3,Inactive,8,18,0,5,0
DTXSID9026926,112-72-1,1-Tetradecanol,C14H30O,214.229666,214.393,CCCCCCCCCCCCCCO,103,582,18,Inactive,14,30,0,1,0
DTXSID9026500,80-54-6,2-(4-Tert-Butylbenzyl)propionaldehyde,C14H20O,204.151415,204.313,CC(CC1=CC=C(C=C1)C(C)(C)C)C=O,62,459,14,Inactive,14,20,0,1,0
DTXSID9027281,643-38-9,"2,3-Quinolinedicarboxylic acid",C11H7NO4,217.037508,217.18,OC(=O)C1=C(N=C2C=CC=CC2=C1)C(O)=O,3,316,1,Inactive,11,7,1,4,0
DTXSID9027312,770-35-4,1-Phenoxy-2-propanol,C9H12O2,152.08373,152.193,CC(O)COC1=CC=CC=C1,3,355,1,Inactive,9,12,0,2,0
DTXSID9026974,120-95-6,"2,4-Di-tert-pentylphenol",C16H26O,234.198365,234.383,CCC(C)(C)C1=CC(=C(O)C=C1)C(C)(C)CC,283,618,46,Inactive,16,26,0,1,0
DTXSID9027021,124-17-4,Diethylene glycol monobutyl ether acetate,C10H20O4,204.136159,204.266,CCCCOCCOCCOC(C)=O,5,322,2,Inactive,10,20,0,4,0
DTXSID9027360,1111-78-0,Ammonium carbamate,CH6N2O2,78.042927,78.071,[NH4+].NC([O-])=O,18,586,3,Inactive,1,6,2,2,0
DTXSID9027443,1852-16-0,N-(Butoxymethyl)acrylamide,C8H15NO2,157.110279,157.213,CCCCOCNC(=O)C=C,8,425,2,Inactive,8,15,1,2,0
DTXSID9027364,1118-92-9,"N,N-Dimethyloctanamide",C10H21NO,171.162314,171.284,CCCCCCCC(=O)N(C)C,1,345,0,Inactive,10,21,1,1,0
DTXSID9027441,1843-05-6,Octabenzone,C21H26O3,326.188195,326.436,CCCCCCCCOC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1,33,586,6,Inactive,21,26,0,3,0
DTXSID9027522,3147-75-9,Octrizole,C20H25N3O,323.199762,323.44,CC(C)(C)CC(C)(C)C1=CC(N2N=C3C=CC=CC3=N2)=C(O)C=C1,88,578,15,Inactive,20,25,3,1,0
DTXSID9027603,5766-67-6,(Ethylenedinitrilo)tetraacetonitrile,C10H12N6,216.112344,216.248,N#CCN(CCN(CC#N)CC#N)CC#N,1,321,0,Inactive,10,12,6,0,0
DTXSID9027528,3268-49-3,3-(Methylthio)propanal,C4H8OS,104.029586,104.17,CSCCC=O,9,464,2,Inactive,4,8,0,1,1
DTXSID9027520,3089-11-0,Hexa(methoxymethyl)melamine,C15H30N6O6,390.222683,390.441,COCN(COC)C1=NC(=NC(=N1)N(COC)COC)N(COC)COC,4,425,1,Inactive,15,30,6,6,0
DTXSID9027653,7534-94-3,Isobornyl methacrylate,C14H22O2,222.16198,222.328,CC(=C)C(=O)O[C@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,143,425,34,Active,14,22,0,2,0
DTXSID9029192,616-38-6,Dimethyl carbonate,C3H6O3,90.031694,90.078,COC(=O)OC,0,324,0,Inactive,3,6,0,3,0
DTXSID9029146,109-02-4,4-Methylmorpholine,C5H11NO,101.084064,101.149,CN1CCOCC1,1,349,0,Inactive,5,11,1,1,0
DTXSID9029223,1742-14-9,"1,1-Bis(3,4-dimethylphenyl)ethane",C18H22,238.172151,238.374,CC(C1=CC=C(C)C(C)=C1)C1=CC=C(C)C(C)=C1,40,376,11,Active,18,22,0,0,0
DTXSID9029225,1939-36-2,Trimethylenediaminetetraacetic acid,C11H18N2O8,306.106316,306.271,OC(=O)CN(CCCN(CC(O)=O)CC(O)=O)CC(O)=O,7,193,4,Inactive,11,18,2,8,0
DTXSID9029302,10042-59-8,2-Propyl-1-heptanol,C10H22O,158.167065,158.285,CCCCCC(CO)CCC,0,352,0,Inactive,10,22,0,1,0
DTXSID9029649,1477-55-0,"1,3-Benzenedimethanamine",C8H12N2,136.100048,136.198,NCC1=CC(CN)=CC=C1,6,348,2,Inactive,8,12,2,0,0
DTXSID9032327,22781-23-3,Bendiocarb,C11H13NO4,223.084458,223.228,CNC(=O)OC1=CC=CC2=C1OC(C)(C)O2,58,655,9,Active,11,13,1,4,0
DTXSID9032535,95266-40-3,Trinexapac-ethyl,C13H16O5,252.099774,252.266,CCOC(=O)C1CC(=O)C(=C(O)C2CC2)C(=O)C1,1,347,0,Inactive,13,16,0,5,0
DTXSID9032610,80844-07-1,Etofenprox,C25H28O3,376.203845,376.496,CCOC1=CC=C(C=C1)C(C)(C)COCC1=CC(OC2=CC=CC=C2)=CC=C1,63,659,10,Inactive,25,28,0,3,0
DTXSID9033058,584-13-4,"4-Amino-1,2,4-triazole",C2H4N4,84.043596,84.082,NN1C=NN=C1,7,585,1,Inactive,2,4,4,0,0
DTXSID9034361,90823-38-4,Denatonium saccharide,C28H33N3O4S,507.219178,507.65,O=C1[N-]S(=O)(=O)C2=C1C=CC=C2.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,14,475,3,Inactive,28,33,3,4,1
DTXSID9034490,420-04-2,Cyanamide,CH2N2,42.021798,42.041,NC#N,3,647,0,Inactive,1,2,2,0,0
DTXSID9034573,97780-06-8,Ethametsulfuron-methyl,C15H18N6O6S,410.100853,410.41,CCOC1=NC(NC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(=O)OC)=N1,13,267,5,Inactive,15,18,6,6,1
DTXSID9035175,525-79-1,Kinetin,C10H9N5O,215.08071,215.216,C(NC1=C2N=CN=C2N=CN1)C1=CC=CO1,6,359,2,Inactive,10,9,5,1,0
DTXSID9036515,57-85-2,Testosterone propionate,C22H32O3,344.235145,344.495,[H][C@@]12CC[C@H](OC(=O)CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,252,661,38,Inactive,22,32,0,3,0
DTXSID9036646,1117-86-8,"1,2-Octanediol",C8H18O2,146.13068,146.23,CCCCCCC(O)CO,3,337,1,Inactive,8,18,0,2,0
DTXSID9036690,141-04-8,Diisobutyl adipate,C14H26O4,258.183109,258.358,CC(C)COC(=O)CCCCC(=O)OCC(C)C,4,597,1,Inactive,14,26,0,4,0
DTXSID9037741,134-84-9,4-Methylbenzophenone,C14H12O,196.088815,196.249,CC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,47,427,11,Inactive,14,12,0,1,0
DTXSID9037745,87-18-3,4-tert-Butylphenyl salicylate,C17H18O3,270.125594,270.328,CC(C)(C)C1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,36,350,10,Inactive,17,18,0,3,0
DTXSID9037616,56507-37-0,Diketometribuzin,C7H12N4O2,184.096026,184.199,CC(C)(C)C1=NNC(=O)N(N)C1=O,1,194,1,Inactive,7,12,4,2,0
DTXSID9040134,1617-90-9,Vincamine,C21H26N2O3,354.194343,354.45,CC[C@@]12CCCN3CCC4=C([C@H]13)N(C1=C4C=CC=C1)[C@](O)(C2)C(=O)OC,13,316,4,Active,21,26,2,3,0
DTXSID9040342,4437-85-8,"4-Ethyl-1,3-dioxolan-2-one",C5H8O3,116.047344,116.116,CCC1COC(=O)O1,2,349,1,Inactive,5,8,0,3,0
DTXSID9040635,366-18-7,"2,2'-Bipyridine",C10H8N2,156.068748,156.188,C1=CC=C(N=C1)C1=CC=CC=N1,17,429,4,Inactive,10,8,2,0,0
DTXSID9040001,4376-18-5,Monomethyl phthalate,C9H8O4,180.042259,180.159,COC(=O)C1=C(C=CC=C1)C(O)=O,13,688,2,Inactive,9,8,0,4,0
DTXSID9040269,485-31-4,Binapacryl,C15H18N2O6,322.116486,322.317,CCC(C)C1=CC(=CC(=C1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,215,427,50,Active,15,18,2,6,0
DTXSID9041237,99-86-5,alpha-Terpinene,C10H16,136.125201,136.238,CC(C)C1=CC=C(C)CC1,12,453,3,Inactive,10,16,0,0,0
DTXSID9040716,5349-51-9,4-(2-Methylbutan-2-yl)cyclohexanol,C11H22O,170.167065,170.296,CCC(C)(C)C1CCC(O)CC1,30,637,5,Inactive,11,22,0,1,0
DTXSID9041368,5394-36-5,5-Ethyl-5-methylhydantoin,C6H10N2O2,142.074228,142.158,CCC1(C)NC(=O)NC1=O,0,350,0,Inactive,6,10,2,2,0
DTXSID9041441,1878-49-5,(2-Methylphenoxy)acetic acid,C9H10O3,166.062994,166.176,CC1=C(OCC(O)=O)C=CC=C1,1,316,0,Inactive,9,10,0,3,0
DTXSID9041366,119-27-7,"2,4-Dinitroanisole",C7H6N2O5,198.027671,198.134,COC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,5,323,2,Inactive,7,6,2,5,0
DTXSID9041491,104-54-1,3-Phenyl-2-propen-1-ol,C9H10O,134.073165,134.178,OCC=CC1=CC=CC=C1,7,359,2,Inactive,9,10,0,1,0
DTXSID9042097,96-08-2,Limonene diepoxide,C10H16O2,168.11503,168.236,CC1OC1C1CCC2(C)OC2C1,8,427,2,Inactive,10,16,0,2,0
DTXSID9041520,104-87-0,4-Methylbenzaldehyde,C8H8O,120.057515,120.151,CC1=CC=C(C=O)C=C1,0,196,0,Inactive,8,8,0,1,0
DTXSID9041813,34885-03-5,4-Methylcyclohexanemethanol,C8H16O,128.120115,128.215,CC1CCC(CO)CC1,2,319,1,Inactive,8,16,0,1,0
DTXSID9041815,116-02-9,"3,3,5-Trimethylcyclohexanol",C9H18O,142.135765,142.242,CC1CC(O)CC(C)(C)C1,3,344,1,Inactive,9,18,0,1,0
DTXSID9041528,100-48-1,4-Pyridinecarbonitrile,C6H4N2,104.037448,104.112,N#CC1=CC=NC=C1,1,316,0,Inactive,6,4,2,0,0
DTXSID9043938,2528-16-7,Monobenzyl phthalate,C15H12O4,256.073559,256.257,OC(=O)C1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,11,583,2,Inactive,15,12,0,4,0
DTXSID9041653,4707-47-5,Methyl 3-methylorsellinate,C10H12O4,196.073559,196.202,COC(=O)C1=C(O)C(C)=C(O)C=C1C,43,394,11,Inactive,10,12,0,4,0
DTXSID9042336,687-47-8,(L)-(-)-Ethyl lactate,C5H10O3,118.062994,118.132,CCOC(=O)[C@H](C)O,1,197,1,Inactive,5,10,0,3,0
DTXSID9042209,4455-26-9,N-Methyldioctylamine,C17H37N,255.2926,255.49,CCCCCCCCN(C)CCCCCCCC,13,608,2,Inactive,17,37,1,0,0
DTXSID9044370,1126-78-9,N-Butylaniline,C10H15N,149.120449,149.237,CCCCNC1=CC=CC=C1,2,429,0,Inactive,10,15,1,0,0
DTXSID9044164,14938-35-3,4-Pentylphenol,C11H16O,164.120115,164.248,CCCCCC1=CC=C(O)C=C1,152,325,47,Inactive,11,16,0,1,0
DTXSID9044534,13031-43-1,4-Acetylphenyl acetate,C10H10O3,178.062994,178.187,CC(=O)OC1=CC=C(C=C1)C(C)=O,1,316,0,Inactive,10,10,0,3,0
DTXSID9044536,13171-00-1,Celestolide,C17H24O,244.182715,244.378,CC(=O)C1=CC(=CC2=C1CCC2(C)C)C(C)(C)C,57,354,16,Inactive,17,24,0,1,0
DTXSID9044374,122-00-9,p-Methylacetophenone,C9H10O,134.073165,134.178,CC(=O)C1=CC=C(C)C=C1,5,437,1,Inactive,9,10,0,1,0
DTXSID9044582,145-39-1,"1-tert-Butyl-3,4,5-trimethyl-2,6-dinitrobenzene",C13H18N2O4,266.126657,266.297,CC1=C(C)C(=C(C(=C1C)[N+]([O-])=O)C(C)(C)C)[N+]([O-])=O,17,321,5,Inactive,13,18,2,4,0
DTXSID9044661,36437-37-3,2-(2H-Benzotriazol-2-yl)-6-(butan-2-yl)-4-tert-butylphenol,C20H25N3O,323.199762,323.44,CCC(C)C1=CC(=CC(N2N=C3C=CC=CC3=N2)=C1O)C(C)(C)C,5,192,3,Inactive,20,25,3,1,0
DTXSID9044742,929-59-9,"2,2'-[Ethane-1,2-diylbis(oxy)]diethanamine",C6H16N2O2,148.121178,148.206,NCCOCCOCCN,31,575,5,Inactive,6,16,2,2,0
